# Exact Urdu transliteration dictionary -- the 9,994 most frequent Urdu word
# forms (Dakshina Urdu Wikipedia counts), reviewed (data/SOURCES.md). Columns:
#   urdu <TAB> devanagari <TAB> roman (plain) <TAB> rekhta (diacritic roman)
# Built by training/translit/build_dictionary.py; edit dictionary_fixes.txt
# and rebuild rather than editing this file by hand.
پیغمبر	पैग़ंबर	paighambar	paiġambar
گویا	गोया	goya	goyā
قبر	क़ब्र	qabr	qabr
مانا	माना	maana	mānā
ہوجاتا	हो जाता	ho jaata	ho jātā
مارشل	मार्शल	marshal	mārshal
زید	ज़ैद	zaid	zaid
رکھنا	रखना	rakhna	rakhnā
گاڑی	गाड़ी	gaadi	gāṛī
ٹیکساس	टेक्सास	texas	ṭeksās
اعمال	आमाल	amaal	a'māl
مشرف	मुशर्रफ़	musharraf	musharraf
دمشق	दमिश्क़	damishq	damishq
کھوار	ख्वार	khwaar	khvār
پے	पे	pe	pe
یہیں	यहीं	yahin	yahīñ
سنسکرت	संस्कृत	sanskrit	sanskrit
کنٹرول	कंट्रोल	control	kanṭrol
انٹرنیشنل	इंटरनेशनल	international	inṭarneshinal
پڑھ	पढ़	padh	paṛh
پریس	प्रेस	press	pres
بیچ	बेच	bech	bech
الف	अलिफ़	alif	alif
اشیاء	अश्या	ashyaa	ashyā
منایا	मनाया	manaaya	manāyā
پھول	फूल	phool	phūl
رپورٹ	रिपोर्ट	report	riporṭ
سالانہ	सालाना	saalaana	sālāna
مسوری	मिसूरी	missouri	misūrī
اچھا	अच्छा	achha	achchhā
زوال	ज़वाल	zawaal	zavāl
جارج	जॉर्ज	george	jārj
طول	तूल	tool	tūl
تیسرا	तीसरा	teesra	tīsrā
غم	ग़म	gham	ġam
فوت	फ़ौत	faut	faut
کربلا	करबला	karbala	karbalā
مہینے	महीने	maheene	mahīne
کمزور	कमज़ोर	kamzor	kamzor
دہی	दही	dahi	dahī
قال	क़ाल	qaal	qāl
کھانا	खाना	khana	khānā
برج	बुर्ज	burj	burj
گوشت	गोश्त	gosht	gosht
ساحل	साहिल	saahil	sāhil
فرما	फ़रमा	farma	farmā
وما	वमा	wama	vamā
پرانے	पुराने	puraane	purāne
صحافت	सहाफ़त	sahaafat	sahāfat
ناظم	नाज़िम	naazim	nāzim
اسلوب	उस्लूब	usloob	uslūb
روک	रोक	rok	rok
کثرت	कसरत	kasrat	kasrat
سوار	सवार	sawaar	savār
کیلیفورنیا	कैलिफ़ोर्निया	california	kailīforniyā
لبنان	लेबनान	lebanon	lebnān
کش	कश	kash	kash
متن	मत्न	matn	matn
شعبے	शोबे	shobe	shobe
منفرد	मुनफ़रिद	munfarid	munfarid
آہستہ	आहिस्ता	aahista	āhista
لہٰذا	लिहाज़ा	lihaaza	lihāzā
سڑک	सड़क	sadak	saṛak
ہوجاتی	हो जाती	ho jaati	ho jātī
نبوت	नबुव्वत	nubuwwat	nubuvvat
ڈکوٹا	डकोटा	dakota	ḍakoṭā
محقق	मुहक़्क़िक़	muhaqqiq	muhaqqiq
اکیس	इक्कीस	ikkees	ikkīs
ورلڈ	वर्ल्ड	world	vorlḍ
عبید	उबैद	ubaid	ubaid
باضابطہ	बाज़ाब्ता	baazaabta	bāzābta
بازی	बाज़ी	baazi	bāzī
تحقیقات	तहक़ीक़ात	tehqeeqaat	tahqīqāt
نتائج	नताइज	nataaij	natāij
یمن	यमन	yemen	yaman
تے	ते	te	te
مکتبہ	मकतबा	maktaba	maktaba
جذبات	जज़्बात	jazbaat	jazbāt
تیزی	तेज़ी	tezi	tezī
غالبا	ग़ालिबन	ghaaliban	ġāliban
شب	शब	shab	shab
سیریز	सीरीज़	series	sīrīz
بد	बद	bad	bad
اچھے	अच्छे	achchhe	achchhe
ستائیس	सत्ताईस	sattaaees	sattāīs
الحدیث	अल-हदीस	al-hadees	al-hadīs
دست	दस्त	dast	dast
اضلاع	अज़ला	azlaa	azlā
سوچ	सोच	soch	soch
غزوہ	ग़ज़वा	ghazwa	ġazva
دیو	देव	dev	dev
مجموعی	मजमूई	majmooi	majmū'ī
جنت	जन्नत	jannat	jannat
شعری	शेरी	sheri	sherī
جیت	जीत	jeet	jīt
ہارون	हारून	harun	hārūn
عروج	उरूज	urooj	urūj
درجے	दर्जे	darje	darje
نشر	नशर	nashar	nashar
راؤ	राओ	raao	rāo
دباؤ	दबाव	dabaav	dabāv
کلیسیا	कलीसिया	kaleesiya	kalīsiyā
کلو	किलो	kilo	kilo
حیاتیات	हयातियात	hayaatiyaat	hayātiyāt
سرگرمیوں	सरगर्मियों	sargarmiyon	sargarmiyoñ
پشتو	पश्तो	pashto	pashto
فنون	फ़ुनून	funoon	funūn
بکر	बक्र	bakr	bakr
پہنچنے	पहुँचने	pahunchne	pahuñchne
الینوائے	इलिनॉय	illinois	ilināy
نیویارک	न्यूयॉर्क	new york	nyūyārk
ذہن	ज़ेहन	zehan	zehan
ظہور	ज़हूर	zuhoor	zuhūr
ناموں	नामों	naamon	nāmoñ
بالخصوص	बिल-ख़ुसूस	bil-khusoos	bil-ḳhusūs
انور	अनवर	anwar	anvar
وڈ	वुड	wood	vuḍ
تمہیں	तुम्हें	tumhein	tumheñ
شک	शक	shak	shak
ضیاء	ज़िया	ziyaa	ziyā
ورثہ	विरसा	wirsa	virsa
بم	बम	bomb	bam
منورہ	मुनव्वरा	munawwara	munavvara
آکر	आ कर	aa kar	ā kar
وصول	वसूल	wasool	vasūl
سکھوں	सिखों	sikhon	sikhoñ
نیک	नेक	nek	nek
افسر	अफ़्सर	afsar	afsar
لینا	लेना	lena	lenā
پڑی	पड़ी	padi	paṛī
اخذ	अख़्ज़	akhz	aḳhz
مکان	मकान	makaan	makān
مدیر	मुदीर	mudeer	mudīr
دودھ	दूध	doodh	dūdh
منزل	मंज़िल	manzil	manzil
شہرستان	शहरिस्तान	shehristaan	shahristān
اسرائیلی	इसराइली	israaili	isrāilī
لو	लो	lo	lo
اڈا	अड्डा	adda	aḍḍā
شے	शै	shai	shai
انتیس	उनतीस	untees	untīs
پوچھا	पूछा	poochha	pūchhā
پڑتا	पड़ता	padta	paṛtā
بائیں	बाएँ	baayein	bāeñ
دیکھیے	देखिए	dekhiye	dekhiye
نجات	निजात	nijaat	nijāt
امت	उम्मत	ummat	ummat
جرم	जुर्म	jurm	jurm
فارغ	फ़ारिग़	faarigh	fāriġ
پرچم	परचम	parcham	parcham
رمضان	रमज़ान	ramzaan	ramzān
مخدوم	मख़दूम	makhdoom	maḳhdūm
بری	बुरी	buri	burī
وسکونسن	विस्कॉंसिन	wisconsin	viskānsin
اٹھائیس	अट्ठाईस	atthaaees	aṭṭhāīs
فیصلے	फ़ैसले	faisle	faisle
کاموں	कामों	kaamon	kāmoñ
سلام	सलाम	salaam	salām
کہتا	कहता	kehta	kahtā
تصدیق	तस्दीक़	tasdeeq	tasdīq
اشرف	अशरफ़	ashraf	ashraf
قریش	क़ुरैश	quraish	quraish
بستی	बस्ती	basti	bastī
چھبیس	छब्बीस	chhabbees	chhabbīs
آنکھوں	आँखों	aankhon	āñkhoñ
سرور	सुरूर	suroor	surūr
عقل	अक़्ल	aqal	aql
مارکس	मार्क्स	maarks	mārks
چاہے	चाहे	chaahe	chāhe
جانشین	जानशीन	jaanasheen	jānashīn
فارس	फ़ार्स	faars	fārs
سالار	सालार	saalaar	sālār
قاہرہ	क़ाहिरा	qaahira	qāhira
مقبولیت	मक़बूलियत	maqbooliyat	maqbūliyat
زبانیں	ज़बानें	zabaanein	zabāneñ
معاشرتی	माशरती	muaasharati	mu'āsharatī
مقالہ	मुक़ाला	muqaala	muqāla
مظہر	मज़हर	mazhar	mazhar
مارٹن	मार्टिन	martin	mārṭin
جہاد	जिहाद	jihaad	jihād
خواہ	ख़्वाह	khwaah	ḳhvāh
دیوار	दीवार	deewaar	dīvār
نجی	निजी	niji	nijī
طالبان	तालिबान	taalibaan	tālibān
خلیج	ख़लीज	khaleej	ḳhalīj
طلاق	तलाक़	talaaq	talāq
بھرپور	भरपूर	bharpoor	bharpūr
زیرو	ज़ीरो	zeero	zīro
اتفاق	इत्तिफ़ाक़	ittifaaq	ittifāq
ڈالا	डाला	daala	ḍālā
سرزمین	सरज़मीन	sarzameen	sarzamīn
بلندی	बुलंदी	bulandi	bulandī
فلمیں	फ़िल्में	filmein	filmeñ
بتیس	बत्तीस	battees	battīs
فطرت	फ़ितरत	fitrat	fitrat
بقول	बक़ौल	ba-qaul	ba-qaul
ایجاد	ईजाद	eejaad	ījād
عصر	अस्र	asr	asr
خالی	ख़ाली	khaali	ḳhālī
کابل	काबुल	kabul	kābul
عائد	आइद	aaid	āid
خاک	ख़ाक	khaak	ḳhāk
پھیل	फैल	phail	phail
عذاب	अज़ाब	azaab	azāb
معاویہ	मुआविया	muaawiya	mu'āviya
سوا	सवा	sawa	savā
بھاری	भारी	bhaari	bhārī
عامر	आमिर	aamir	āmir
بہاولپور	बहावलपुर	bahaawalpur	bahāvalpur
پرانی	पुरानी	puraani	purānī
المعروف	अल-मारूफ़	al-maroof	al-ma'rūf
اکتیس	इकतीस	iktees	iktīs
ولیم	विलियम	william	viliyam
مابین	माबीन	maabeen	mābīn
پردہ	पर्दा	parda	parda
مینیسوٹا	मिनेसोटा	minnesota	minesoṭā
تینتیس	तैंतीस	taintees	taintīs
اخبارات	अख़बारात	akhbaaraat	aḳhbārāt
رقص	रक़्स	raqs	raqs
چونتیس	चौंतीस	chauntees	chauntīs
تینوں	तीनों	teenon	tīnoñ
تنگ	तंग	tang	tang
ذہنی	ज़हनी	zehni	zahnī
بائبل	बाइबिल	bible	bāibil
چیزوں	चीज़ों	cheezon	chīzoñ
قبضے	क़ब्ज़े	qabze	qabze
منصب	मंसब	mansab	mansab
آپریشن	ऑपरेशन	operation	āpreshan
ملت	मिल्लत	millat	millat
مردوں	मर्दों	mardon	mardoñ
پرورش	परवरिश	parwarish	parvarish
جموں	जम्मू	jammu	jammū
جمعہ	जुमा	juma	jum'a
وفد	वफ़्द	wafd	vafd
پاشا	पाशा	paasha	pāshā
تعارف	तआरुफ़	taaruf	ta'āruf
کرم	करम	karam	karam
امتیاز	इम्तियाज़	imtiyaaz	imtiyāz
ساتھیوں	साथियों	saathiyon	sāthiyoñ
آور	आवर	aawar	āvar
نافذ	नाफ़िज़	naafiz	nāfiz
کہلاتے	कहलाते	kehlaate	kahlāte
پہچان	पहचान	pehchaan	pahchān
علاقائی	इलाक़ाई	ilaaqaai	ilāqāī
سیر	सैर	sair	sair
ماہنامہ	माहनामा	maahnaama	māhnāma
چندر	चंद्र	chandr	chandr
طوفان	तूफ़ान	toofaan	tūfān
ایشن	एशन	ation	eshan
ناک	नाक	naak	nāk
اخلاقی	अख़लाक़ी	akhlaaqi	aḳhlāqi
سرائیکی	सराइकी	saraaiki	sarāikī
مینار	मीनार	meenaar	mīnār
بدولت	बदौलत	badaulat	badaulat
حکومتی	हुकूमती	hukoomati	hukūmatī
بہرائچ	बहराइच	behraaich	bahrāich
خارج	ख़ारिज	khaarij	ḳhārij
ساخت	साख़्त	saakht	sāḳht
ماڈل	मॉडल	model	māḍal
آصف	आसिफ़	aasif	āsif
اٹھایا	उठाया	uthaaya	uṭhāyā
کالم	कॉलम	column	kālam
طبقہ	तबक़ा	tabqa	tabqa
ڈیرہ	डेरा	dera	ḍera
سیف	सैफ़	saif	saif
حمید	हमीद	hameed	hamīd
فاضل	फ़ाज़िल	faazil	fāzil
جانتے	जानते	jaante	jānte
فرید	फ़रीद	fareed	farīd
بیروت	बेरूत	beirut	berūt
معین	मुअय्यन	muayyan	muayyan
معاون	मुआविन	muaawin	mu'āvin
ابوبکر	अबू बक्र	abu bakr	abū bakr
سمت	सम्त	samt	samt
امریکہ	अमरीका	america	amrīka
مہیا	मुहैया	muhaiya	muhaiyā
انصاری	अंसारी	ansaari	ansārī
معاملہ	मामला	maamla	māmla
خلیات	ख़लियात	khaliyaat	ḳhaliyāt
نثر	नस्र	nasr	nasr
طاہر	ताहिर	taahir	tāhir
افسانے	अफ़साने	afsaane	afsāne
مؤلف	मुअल्लिफ़	muallif	muallif
اقتصادی	इक़्तिसादी	iqtisaadi	iqtisādī
بحریہ	बहरिया	behriya	bahriya
خلیل	ख़लील	khaleel	ḳhalīl
دانوں	दानों	daanon	dānoñ
معیشت	मईशत	maeeshat	ma'īshat
صلح	सुलह	sulah	sulah
یک	यक	yak	yak
آغا	आग़ा	aagha	āġā
بت	बुत	but	but
پانے	पाने	paane	pāne
اوسط	औसत	ausat	ausat
جنس	जिंस	jins	jins
تہوار	तिहवार	tihwaar	tihvār
لازمی	लाज़मी	laazmi	lāzmī
سلوک	सुलूक	sulook	sulūk
ملکیت	मिल्कियत	milkiyat	milkiyat
محبوب	महबूब	mehboob	mahbūb
حضرات	हज़रात	hazraat	hazrāt
آلات	आलात	aalaat	ālāt
اقلیت	अक़्लियत	aqliyat	aqliyat
قیامت	क़यामत	qayaamat	qayāmat
عید	ईद	eid	eid
آنکھ	आँख	aankh	āñkh
صدیوں	सदियों	sadiyon	sadiyoñ
قلعے	क़िले	qile	qil'e
نیٹ	नेट	net	neṭ
شہاب	शहाब	shahaab	shahāb
کلکتہ	कलकत्ता	calcutta	kalkatta
گردی	गर्दी	gardi	gardī
سورۃ	सूरत	soorat	sūrat
جائز	जाइज़	jaaiz	jāiz
عالیہ	आलिया	aaliya	āliya
پرست	परस्त	parast	parast
بھیج	भेज	bhej	bhej
کینٹکی	केंटकी	kentucky	kenṭakī
ناشر	नाशिर	naashir	nāshir
طبقات	तबक़ात	tabaqaat	tabaqāt
تہ	तह	tah	tah
کیرولائنا	कैरोलाइना	carolina	kerulāinā
جنھوں	जिन्हों	jinhon	jinhoñ
حمل	हमल	hamal	hamal
شعور	शऊर	shaoor	shaūr
مبتلا	मुब्तला	mubtala	mubtalā
کہاں	कहाँ	kahan	kahāñ
مشاہدہ	मुशाहिदा	mushaahida	mushāhida
ایئر	एयर	air	eyar
دلی	दिल्ली	dilli	dillī
ستر	सत्तर	sattar	sattar
خوشی	ख़ुशी	khushi	ḳhushī
خوراک	ख़ुराक	khuraak	ḳhurāk
سکندر	सिकंदर	sikandar	sikandar
بنگالی	बंगाली	bangaali	bangālī
ڈالی	डाली	daali	ḍālī
چلنے	चलने	chalne	chalne
مساجد	मसाजिद	masaajid	masājid
لگتا	लगता	lagta	lagtā
گانے	गाने	gaane	gāne
بالی	बाली	baali	bālī
ایام	ऐयाम	aiyaam	aiyām
باہمی	बाहमी	baahami	bāhamī
الہ	इलाह	ilaah	ilāh
امین	अमीन	ameen	amīn
جین	जैन	jain	jain
دعویٰ	दावा	dawa	da'vā
تیرے	तेरे	tere	tere
ارادہ	इरादा	iraada	irāda
ع	ऐन	ain	ain
خطرہ	ख़तरा	khatra	ḳhatra
رقبہ	रक़बा	raqba	raqba
ڈرامے	ड्रामे	draame	ḍrāme
جماعتوں	जमाअतों	jamaaton	jamā'atoñ
نامزد	नामज़द	naamzad	nāmzad
ٹیسٹ	टेस्ट	test	ṭesṭ
رفتہ	रफ़्ता	rafta	rafta
نیپال	नेपाल	nepal	nepāl
ریاض	रियाज़	riyaaz	riyāz
آسانی	आसानी	aasaani	āsānī
سکی	सकी	saki	sakī
اختیارات	इख़्तियारात	ikhtiyaaraat	iḳhtiyārāt
سمتیہ	सम्तिया	samtiya	samtiya
جانی	जानी	jaani	jānī
دیوتا	देवता	dewta	devtā
سکول	स्कूल	school	skūl
جسٹس	जस्टिस	justice	jasṭis
چاندی	चाँदी	chaandi	chāñdī
ترمیم	तरमीम	tarmeem	tarmīm
نادر	नादिर	naadir	nādir
پال	पाल	paal	pāl
شاہد	शाहिद	shaahid	shāhid
گھنٹے	घंटे	ghante	ghanṭe
ضرب	ज़र्ब	zarb	zarb
انجیل	इंजील	injeel	injīl
آبائی	आबाई	aabaai	ābāī
منصوبے	मनसूबे	mansoobe	mansūbe
انقلابی	इंक़िलाबी	inqilaabi	inqilābī
پہاڑوں	पहाड़ों	pahaadon	pahāṛoñ
عارف	आरिफ़	aarif	ārif
گھوڑے	घोड़े	ghode	ghoṛe
خصوصیت	ख़ुसूसियत	khusoosiyat	ḳhusūsiyat
رضوی	रज़्वी	razwi	razvī
پانچویں	पाँचवें	paanchwein	pāñchveñ
صوبوں	सूबों	soobon	sūboñ
بحیثیت	बहैसियत	ba-haisiyat	ba-haisiyat
مزاج	मिज़ाज	mizaaj	mizāj
فون	फ़ोन	phone	fon
توڑ	तोड़	tod	toṛ
جلدوں	जिल्दों	jildon	jildoñ
وے	वे	way	ve
مفید	मुफ़ीद	mufeed	mufīd
زیارت	ज़ियारत	ziyaarat	ziyārat
البلد	अल-बलद	al-balad	al-balad
معیاری	मेयारी	meyaari	me'yārī
تقریب	तक़रीब	taqreeb	taqrīb
قریشی	क़ुरैशी	quraishi	quraishī
داس	दास	daas	dās
بولنے	बोलने	bolne	bolne
بنتا	बनता	banta	bantā
پار	पार	paar	pār
سروس	सर्विस	service	sarvis
بارش	बारिश	baarish	bārish
مسلح	मुसल्लह	musallah	musallah
ہٹ	हट	hat	haṭ
ووٹ	वोट	vote	voṭ
خرچ	ख़र्च	kharch	ḳharch
خالق	ख़ालिक़	khaaliq	ḳhāliq
عبور	अबूर	aboor	abūr
سنا	सुना	suna	sunā
گھروں	घरों	gharon	gharoñ
مظاہرہ	मुज़ाहिरा	muzaahira	muzāhira
وقوع	वुक़ू	wuqoo	vuqū
پیرس	पेरिस	paris	pairis
مجمع	मजमा	majma	majma
وسائل	वसाइल	wasaail	vasāil
یونان	यूनान	yoonaan	yūnān
صلاح	सलाह	salaah	salāh
سعود	सऊद	saood	saūd
ادائیگی	अदाएगी	adaaeegi	adāīgī
حوصلہ	हौसला	hausla	hausla
خشک	ख़ुश्क	khushk	ḳhushk
تیمور	तैमूर	taimoor	taimūr
مجموعے	मजमूए	majmooe	majmū'e
گائے	गाए	gaaye	gāe
اٹلی	इटली	italy	iṭalī
لنکا	लंका	lanka	lankā
امید	उम्मीद	ummeed	ummīd
فعل	फ़ेल	fel	fe'l
دوسروں	दूसरों	doosron	dūsroñ
آمدنی	आमदनी	aamadni	āmadnī
لائبریری	लाइब्रेरी	library	lāibrerī
برداشت	बर्दाश्त	bardaasht	bardāsht
دکھایا	दिखाया	dikhaaya	dikhāyā
مر	मर	mar	mar
کالونی	कॉलोनी	colony	kālonī
احترام	एहतेराम	ehteraam	ehterām
ذوق	ज़ौक़	zauq	zauq
اخلاق	अख़लाक़	akhlaaq	aḳhlāq
اطلاع	इत्तेला	ittela	ittelā
نکلا	निकला	nikla	niklā
رحیم	रहीम	raheem	rahīm
گیس	गैस	gas	gais
بچ	बच	bach	bach
سمجھنے	समझने	samajhne	samajhne
کھیلوں	खेलों	khelon	kheloñ
سرکار	सरकार	sarkaar	sarkār
برادری	बिरादरी	biraadari	birādarī
نیم	नीम	neem	nīm
کرنسی	करंसी	currency	karansī
خطے	ख़ित्ते	khitte	ḳhitte
مشورہ	मशवरा	mashwara	mashvara
معاملے	मुआमले	muaamle	mu'āmle
ور	वर	war	var
بنانا	बनाना	banaana	banānā
کولمبیا	कोलंबिया	colombia	kolambiyā
نمونہ	नमूना	namoona	namūna
پڑ	पड़	pad	paṛ
جوش	जोश	josh	josh
مسیحیوں	मसीहियों	maseehiyon	masīhiyoñ
خارجہ	ख़ारिजा	khaarija	ḳhārija
شہزادہ	शहज़ादा	shehzaada	shahzāda
ساٹھ	साठ	saath	sāṭh
ظاہری	ज़ाहिरी	zaahiri	zāhirī
چشتی	चिश्ती	chishti	chishtī
احتجاج	एहतिजाज	ehtijaaj	ehtijāj
متبادل	मुत्बादिल	mutbaadil	mutbādil
وکیل	वकील	wakeel	vakīl
جیتا	जीता	jeeta	jītā
رجوع	रुजू	rujoo	rujū
ایسٹ	ईस्ट	east	īsṭ
جہانگیر	जहाँगीर	jahaangeer	jahāngīr
اتنے	इतने	itne	itne
پالیسی	पॉलिसी	policy	pālisī
میٹرکس	मेट्रिक्स	metriks	meṭriks
خداوند	ख़ुदावंद	khudaawand	ḳhudāvand
علمائے	उलमा-ए	ulama-e	ulamā-e
رشید	रशीद	rasheed	rashīd
قصہ	क़िस्सा	qissa	qissa
ورک	वर्क	work	vark
حلقے	हलक़े	halqe	halqe
کمار	कुमार	kumaar	kumār
استفادہ	इस्तिफ़ादा	istifaada	istifāda
عسکری	अस्करी	iskari	iskarī
الرحمٰن	अर-रहमान	ar-rehmaan	ar-rahmān
عرف	उर्फ़	urf	urf
کہلاتی	कहलाती	kehlaati	kahlātī
انتہا	इंतिहा	intiha	intihā
شاندار	शानदार	shaandaar	shāndār
بھاگ	भाग	bhaag	bhāg
دستخط	दस्तख़त	dastkhat	dastḳhat
فاصلہ	फ़ासला	faasla	fāsla
کوششوں	कोशिशों	koshishon	koshishoñ
مقبرہ	मक़बरा	maqbara	maqbara
رابطہ	राब्ता	raabta	rābta
حملوں	हमलों	hamlon	hamloñ
مذکور	मज़कूर	mazkoor	mazkūr
امجد	अमजद	amjad	amjad
سافٹ	सॉफ़्ट	soft	sāfṭ
کشتی	कश्ती	kashti	kashtī
پوسٹ	पोस्ट	post	posṭ
کیمیائی	कीमियाई	keemiyaai	kīmiyāī
سٹی	सिटी	city	siṭī
فلکیات	फ़लकीयात	falkeeyaat	falkīyāt
تعین	तअय्युन	taayyun	ta'ayyun
رسائی	रिसाई	risaai	risāī
پن	पन	pan	pan
وارث	वारिस	waaris	vāris
نصیر	नसीर	naseer	nasīr
اصلاحات	इस्लाहात	islaahaat	islāhāt
مرکب	मरकब	markab	markab
اک	इक	ik	ik
اٹک	अटक	atak	aṭak
جارجیا	जॉर्जिया	georgia	jārjiyā
مچھلی	मछली	machhli	machhlī
اراکین	अराकीन	araakeen	arākīn
صدیق	सिद्दीक़	siddeeq	siddīq
خرید	ख़रीद	khareed	ḳharīd
پارلیمان	पारलीमान	paarleemaan	pārlīmān
صالح	सालिह	saalih	sālih
مغلیہ	मुग़लिया	mughliya	muġliya
ایسوسی	एसोसी	associ	esosī
مثنوی	मसनवी	masnawi	masnavī
شمسی	शमसी	shamsi	shamsī
حفظ	हिफ़्ज़	hifz	hifz
مستعمل	मुस्तामल	mustamal	musta'mal
واقعے	वाक़िए	waaqie	vāqi'e
روپ	रूप	roop	rūp
جمہوری	जमहूरी	jamhoori	jamhūrī
لڑکے	लड़के	ladke	laṛke
وقف	वक़्फ़	waqf	vaqf
جاپانی	जापानी	jaapaani	jāpānī
ہندوؤں	हिंदुओं	hinduon	hinduoñ
تازہ	ताज़ा	taaza	tāza
بیٹھے	बैठे	baithe	baiṭhe
عظمت	अज़्मत	azmat	azmat
بھائیوں	भाइयों	bhaaiyon	bhāiyoñ
حتی	हत्ता	hatta	hattā
سارا	सारा	saara	sārā
ایجوکیشن	एजुकेशन	education	ejukeshan
دائیں	दाएँ	daayein	dāeñ
بھگ	भग	bhag	bhag
فرمان	फ़रमान	farmaan	farmān
ہیرو	हीरो	hero	hīro
چینل	चैनल	channel	chainal
نظامی	निज़ामी	nizaami	nizāmī
سخن	सुख़न	sukhan	suḳhan
فاروق	फ़ारूक़	faarooq	fārūq
باری	बारी	baari	bārī
محیط	महीत	maheet	mahīt
پھیلا	फैला	phaila	phailā
مارے	मारे	maare	māre
سرگرم	सरगर्म	sargarm	sargarm
بہرائچی	बहराइची	behraaichi	bahrāichī
مذکورہ	मज़कूरा	mazkoora	mazkūra
طارق	तारिक़	taariq	tāriq
چراغ	चराग़	charaagh	charāġ
مربوط	मरबूत	marboot	marbūt
دراز	दराज़	daraaz	darāz
نصب	नस्ब	nasb	nasb
باتوں	बातों	baaton	bātoñ
کہانیاں	कहानियाँ	kahaaniyan	kahāniyāñ
بیٹھ	बैठ	baith	baiṭh
چاروں	चारों	chaaron	chāroñ
قائل	क़ाइल	qaail	qāil
کھڑا	खड़ा	khada	khaṛā
فرار	फ़रार	faraar	farār
کھا	खा	kha	khā
خراب	ख़राब	kharaab	ḳharāb
نوح	नूह	nuh	nūh
جنکشن	जंक्शन	jankshan	jankshan
کہانیوں	कहानियों	kahaaniyon	kahāniyoñ
ستاروں	सितारों	sitaaron	sitāroñ
خلائی	ख़लाई	khalaai	ḳhalāī
گوجرانوالہ	गुजरांवाला	gujranwala	gojrānvāla
زین	ज़ैन	zain	zain
عیسیٰ	ईसा	eesa	īsā
مکتب	मकतब	maktab	maktab
ربیع	रबी	rabi	rabī
ستارے	सितारे	sitaare	sitāre
قد	क़द	qad	qad
پوجا	पूजा	pooja	pūjā
غزنوی	ग़ज़नवी	ghaznawi	ġaznavī
میڈیکل	मेडिकल	medical	meḍikal
چیزیں	चीज़ें	cheezein	chīzeñ
دلیل	दलील	daleel	dalīl
خالص	ख़ालिस	khaalis	ḳhālis
کارکن	कारकुन	kaarkun	kārkun
محسن	मोहसिन	muhsin	muhsin
آنا	आना	aana	ānā
اعتماد	एतिमाद	etimaad	e'timād
نگاہ	निगाह	nigaah	nigāh
گلوکار	गुलूकार	gulookaar	gulūkār
معاشیات	मुआशियात	muaashiyaat	mu'āshiyāt
مظفر	मुज़फ़्फ़र	muzaffar	muzaffar
گول	गोल	gol	gol
فخر	फ़ख़्र	fakhr	faḳhr
مع	मअ	ma	ma
حکمرانوں	हुक्मरानों	hukmraanon	hukmrānoñ
ارتقا	इर्तिक़ा	irtiqa	irtiqā
ہمارا	हमारा	hamaara	hamārā
العلماء	अल-उलमा	al-ulama	al-ulamā
عالمگیر	आलमगीर	aalamgeer	ālamgīr
فوجیوں	फ़ौजियों	faujiyon	faujiyoñ
خاتمے	ख़ातमे	khaatme	ḳhātme
آفتاب	आफ़ताब	aaftaab	āftāb
منفی	मुनफ़ी	munfi	munfī
مہاراجا	महाराजा	maharaja	mahārājā
کلب	क्लब	klab	klab
ادھر	इधर	idhar	idhar
جاسکتی	जा सकती	ja sakti	jā saktī
سہولت	सहूलत	sahoolat	sahūlat
کپڑے	कपड़े	kapde	kapṛe
ایجنسی	एजेंसी	agency	ejensī
حالی	हाली	haali	hālī
باشندوں	बाशिंदों	baashindon	bāshindoñ
چکر	चक्कर	chakkar	chakkar
نیبراسکا	नेबरास्का	nebraaska	nebrāskā
تجربات	तजुर्बात	tajurbaat	tajurbāt
شکر	शुक्र	shukr	shukr
قرض	क़र्ज़	qarz	qarz
حرم	हरम	haram	haram
نقاد	नक़्क़ाद	naqqaad	naqqād
پیار	प्यार	pyaar	pyār
عقیدت	अक़ीदत	aqeedat	aqīdat
فوری	फ़ौरी	fauri	faurī
تقریر	तक़रीर	taqreer	taqrīr
تباہی	तबाही	tabaahi	tabāhī
زراعت	ज़िराअत	ziraat	zira'at
تمل	तमिल	tamil	tamil
مریض	मरीज़	mareez	marīz
کلاس	क्लास	klaas	klās
مدارس	मदारिस	madaaris	madāris
ارب	अरब	arab	arab
اعتراف	एतिराफ़	etiraaf	e'tirāf
پھل	फल	phal	phal
دامن	दामन	daaman	dāman
لکڑی	लकड़ी	lakdi	lakṛī
ماسٹر	मास्टर	master	māsṭar
نمائش	नुमाइश	numaaish	numāish
جام	जाम	jaam	jām
فیروز	फ़ीरोज़	feeroz	fīroz
معنوں	मानों	manon	ma'noñ
تیری	तेरी	teri	terī
دوا	दवा	dawa	davā
کرشن	कृष्ण	krishna	krishna
جنازہ	जनाज़ा	janaaza	janāza
آرام	आराम	aaraam	ārām
صنف	सिंफ़	sinf	sinf
بول	बोल	bol	bol
فلسفی	फ़लसफ़ी	falsafi	falsafī
ہاؤس	हाउस	house	hāus
عنایت	इनायत	inaayat	ināyat
نکلنے	निकलने	nikalne	nikalne
محاصرہ	मुहासिरा	muhaasira	muhāsira
مشن	मिशन	mission	mishan
انتخابی	इंतिख़ाबी	intikhaabi	intiḳhābī
مائل	माइल	maail	māil
